rank,slug,title,category,priority,governance_state,verification_score_percent,priority_score,score_before_priority_floor,priority_floor_applied,queue_band,queue_label,risk_points,search_demand_tier,search_demand_points,search_demand_source,search_demand_source_field,temporary_proxy_match,escalation_frequency_tier,escalation_frequency_points,escalation_frequency_source,business_criticality_tier,business_criticality_points,business_criticality_source,evidence_readiness_points,promotion_ready,missing_requirements
59,remove-and-reinstall-a-printer-cleanly,Remove and reinstall a printer cleanly,Printing & Scanning,P1,under_review,22,50,42,true,next,Next verification batch,30,medium,10,temporary_topic_proxy,metadata_only,printer,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
60,repair-a-corrupted-windows-user-profile,Repair a corrupted Windows user profile,Windows Endpoints,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
61,repair-a-macos-keychain-issue,Repair a macOS Keychain issue,macOS Endpoints,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
62,replace-a-failed-corporate-device,Replace a failed corporate device,Hardware & Peripherals,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
63,report-and-contain-a-phishing-email,Report and contain a phishing email,Microsoft 365 & Collaboration,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
64,resolve-a-conditional-access-block,Resolve a Conditional Access block,Identity & Access Management,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
65,resolve-a-domain-trust-relationship-failure,Resolve a domain trust relationship failure,Identity & Access Management,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
66,resolve-a-onedrive-sign-in-loop,Resolve a OneDrive sign-in loop,Microsoft 365 & Collaboration,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
67,resolve-a-patch-compliance-failure,Resolve a patch compliance failure,Windows Endpoints,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
68,resolve-a-temporary-windows-profile,Resolve a temporary Windows profile,Windows Endpoints,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
69,resolve-a-windows-service-that-will-not-start,Resolve a Windows service that will not start,Windows Endpoints,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
70,resolve-an-antivirus-false-positive,Resolve an antivirus false positive,Security & Compliance,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
71,resolve-an-application-role-assignment-failure,Resolve an application role assignment failure,Identity & Access Management,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
72,resolve-an-exhausted-dhcp-scope,Resolve an exhausted DHCP scope,Servers & Core Infrastructure,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
73,resolve-an-expired-user-certificate,Resolve an expired user certificate,Identity & Access Management,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
74,resolve-an-intune-compliance-failure,Resolve an Intune compliance failure,Windows Endpoints,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
75,resolve-blocked-office-macros-safely,Resolve blocked Office macros safely,Microsoft 365 & Collaboration,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
76,resolve-low-disk-space-on-a-server,Resolve low disk space on a server,Servers & Core Infrastructure,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
77,resolve-low-disk-space-on-linux,Resolve low disk space on Linux,Linux & Developer Workstations,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
78,resolve-low-disk-space-on-windows,Resolve low disk space on Windows,Windows Endpoints,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
79,resolve-macos-application-permission-prompts,Resolve macOS application permission prompts,macOS Endpoints,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
80,resolve-macos-mdm-compliance-failure,Resolve macOS MDM compliance failure,macOS Endpoints,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
81,resolve-mobile-device-compliance-failure,Resolve mobile-device compliance failure,Mobile Devices & MDM,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
82,respond-to-a-lost-or-stolen-computer,Respond to a lost or stolen computer,Security & Compliance,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
83,respond-to-a-lost-or-stolen-mobile-device,Respond to a lost or stolen mobile device,Mobile Devices & MDM,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
